CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerStatus,WarehouseDistanceBand,TenureBand,CashbackBand,RecencyScore,FrequencyScore,ChurnProbability,PredictedChurn,RiskBand,RiskRank
53507,0,13.0,Computer,1,16.0,Debit Card,Male,4.0,4,Laptop & Accessory,4,Single,22,0,16.0,2.0,2.0,4.0,193,Stayed,Close,13–24 months,Moderate,3,2,0.9336,1,High,188
53508,0,10.0,Computer,1,25.0,Debit Card,Male,4.0,4,Laptop & Accessory,2,Single,4,0,21.0,2.0,2.0,10.0,203,Stayed,Moderate,7–12 months,High,1,2,0.0601,0,Low,3055
53509,0,5.0,Computer,3,27.0,Debit Card,Male,4.0,2,Mobile Phone,2,Divorced,2,0,13.0,2.0,3.0,3.0,153,Stayed,Moderate,0–6 months,Moderate,4,4,0.3621,0,Medium,1669
53510,0,2.0,Phone,1,9.0,Debit Card,Male,4.0,5,Mobile Phone,4,Divorced,2,0,18.0,1.0,2.0,5.0,157,Stayed,Very close,0–6 months,Moderate,2,2,0.3437,0,Medium,1730
53511,0,9.0,Computer,3,18.0,E wallet,Male,3.0,4,Laptop & Accessory,2,Married,3,0,12.0,1.0,2.0,3.0,175,Stayed,Close,7–12 months,Moderate,4,2,0.1737,0,Medium,2406
53512,0,23.0,Phone,3,15.0,Cash on Delivery,Male,3.0,5,Grocery,4,Divorced,8,0,18.0,2.0,3.01,4.0,256,Stayed,Close,13–24 months,High,3,4,0.1089,0,Medium,2735
53513,0,8.0,Computer,1,9.0,Debit Card,Male,4.0,4,Laptop & Accessory,3,Single,4,0,12.0,2.0,2.0,3.0,165,Stayed,Very close,7–12 months,Moderate,4,2,0.2472,0,Medium,2081
53514,0,3.0,Computer,1,17.0,Debit Card,Female,4.0,4,Mobile Phone,4,Married,2,0,15.0,2.0,2.0,2.0,158,Stayed,Close,0–6 months,Moderate,5,2,0.3625,0,Medium,1668
53515,0,16.0,Phone,1,36.0,Credit Card,Male,3.0,6,Laptop & Accessory,2,Single,6,0,20.0,2.0,2.0,1.0,168,Stayed,Far,13–24 months,Moderate,5,2,0.3164,0,Medium,1823
53516,0,3.0,Phone,1,15.0,Credit Card,Male,4.0,5,Laptop & Accessory,2,Divorced,3,1,14.0,1.0,2.0,3.0,176,Stayed,Close,0–6 months,Moderate,4,2,0.3301,0,Medium,1776
53517,0,12.0,Phone,2,7.0,UPI,Male,3.0,2,Mobile Phone,3,Divorced,3,0,14.0,2.0,6.0,1.0,153,Stayed,Very close,7–12 months,Moderate,5,5,0.0539,0,Low,3093
53518,0,5.0,Computer,1,13.0,Debit Card,Male,3.0,5,Mobile Phone,3,Married,3,1,15.0,2.0,2.0,3.0,152,Stayed,Close,0–6 months,Moderate,4,2,0.6679,1,High,878
53519,1,1.0,Computer,1,15.0,Credit Card,Male,4.0,4,Mobile Phone,3,Single,3,0,13.0,1.0,2.0,1.0,144,Churned,Close,0–6 months,Moderate,5,2,0.8018,1,High,541
53520,1,1.0,Phone,3,16.0,E wallet,Female,4.0,4,Laptop & Accessory,5,Single,2,1,18.0,1.0,2.0,4.0,207,Churned,Close,0–6 months,High,3,2,0.8379,1,High,438
53521,0,15.0,Phone,1,19.0,Debit Card,Male,3.0,4,Mobile Phone,2,Divorced,5,1,12.0,2.0,2.0,1.0,173,Stayed,Close,13–24 months,Moderate,5,2,0.4791,0,High,1305
53522,1,1.0,Computer,1,22.0,Credit Card,Male,4.0,4,Mobile Phone,3,Divorced,3,0,13.0,3.0,3.0,3.0,151,Churned,Moderate,0–6 months,Moderate,4,4,0.6398,1,High,949
53523,0,11.0,Phone,1,32.0,Credit Card,Female,3.0,5,Laptop & Accessory,2,Married,9,0,14.0,1.0,2.0,4.0,182,Stayed,Far,7–12 months,Moderate,3,2,0.059,0,Low,3062
53524,0,1.0,Phone,1,13.0,Debit Card,Male,3.0,5,Mobile Phone,3,Divorced,3,0,14.0,3.0,3.0,3.0,150,Stayed,Close,0–6 months,Moderate,4,4,0.5739,1,High,1084
53525,0,8.0,Phone,3,16.0,Debit Card,Female,4.0,4,Laptop & Accessory,3,Divorced,3,0,21.0,2.0,2.0,4.0,182,Stayed,Close,7–12 months,Moderate,3,2,0.0661,0,Low,3017
53526,0,9.0,Phone,2,15.0,Cash on Delivery,Male,4.0,4,Mobile Phone,3,Single,3,0,18.0,1.0,2.0,5.0,168,Stayed,Close,7–12 months,Moderate,2,2,0.3447,0,Medium,1728
53527,1,1.0,Phone,3,30.0,Debit Card,Female,3.0,5,Fashion,5,Divorced,3,0,14.0,1.0,4.0,11.0,198,Churned,Moderate,0–6 months,Moderate,1,4,0.8095,1,High,517
53528,0,14.0,Computer,1,16.0,Credit Card,Female,3.0,4,Fashion,3,Single,11,0,18.0,1.0,3.01,14.0,260,Stayed,Close,13–24 months,High,1,4,0.1799,0,Medium,2374
53529,1,6.0,Computer,3,19.0,Debit Card,Male,3.0,4,Grocery,5,Single,2,1,13.0,1.75,14.0,15.0,263,Churned,Close,0–6 months,High,1,5,0.8879,1,High,314
53530,0,16.0,Phone,3,11.0,E wallet,Male,3.0,4,Laptop & Accessory,5,Single,9,0,14.0,2.0,2.0,6.0,177,Stayed,Close,13–24 months,Moderate,2,2,0.3694,0,Medium,1642
53531,0,9.0,Phone,1,7.0,Credit Card,Male,3.0,5,Mobile Phone,3,Divorced,8,0,13.0,2.0,2.0,8.0,148,Stayed,Very close,7–12 months,Moderate,2,2,0.2723,0,Medium,1984
53532,0,1.0,Phone,1,31.0,Credit Card,Male,3.0,4,Mobile Phone,4,Single,10,0,23.0,2.0,2.0,3.0,161,Stayed,Far,0–6 months,Moderate,4,2,0.9098,1,High,259
53533,1,1.0,Phone,1,19.0,Debit Card,Female,4.0,4,Mobile Phone,2,Divorced,3,1,12.0,2.0,2.0,1.0,150,Churned,Close,0–6 months,Moderate,5,2,0.8381,1,High,437
53534,0,1.0,Phone,1,10.0,Credit Card,Male,3.0,2,Mobile Phone,2,Divorced,3,0,23.0,2.0,2.0,8.0,169,Stayed,Very close,0–6 months,Moderate,2,2,0.0654,0,Low,3021
53535,0,4.0,Phone,3,17.0,E wallet,Male,4.0,5,Laptop & Accessory,3,Divorced,3,0,19.0,2.0,2.0,5.0,191,Stayed,Close,0–6 months,Moderate,2,2,0.2014,0,Medium,2274
53536,0,14.0,Computer,1,33.0,Credit Card,Female,4.0,5,Laptop & Accessory,2,Divorced,5,1,14.0,2.0,2.0,1.0,169,Stayed,Far,13–24 months,Moderate,5,2,0.4861,0,High,1290
53537,0,9.0,Phone,1,9.0,Debit Card,Male,3.0,5,Fashion,4,Married,4,0,19.0,7.0,7.0,4.54,228,Stayed,Very close,7–12 months,High,3,5,0.3512,0,Medium,1704
53538,0,8.0,Computer,1,7.0,Credit Card,Male,4.0,5,Laptop & Accessory,5,Single,2,0,21.0,2.0,5.0,10.0,178,Stayed,Very close,7–12 months,Moderate,1,5,0.103,0,Low,2779
53539,0,9.0,Computer,1,11.0,UPI,Male,3.0,5,Mobile Phone,2,Divorced,3,0,14.0,3.0,3.0,3.0,149,Stayed,Close,7–12 months,Moderate,4,4,0.188,0,Medium,2343
53540,1,7.0,Phone,3,16.0,E wallet,Female,3.0,6,Laptop & Accessory,3,Single,10,0,14.0,2.0,2.0,4.0,178,Churned,Close,7–12 months,Moderate,3,2,0.8267,1,High,471
53541,0,6.0,Computer,3,9.0,Debit Card,Female,4.0,4,Mobile Phone,5,Married,3,0,13.0,1.0,2.0,1.0,153,Stayed,Very close,0–6 months,Moderate,5,2,0.4312,0,Medium,1438
53542,0,30.0,Phone,1,11.0,Cash on Delivery,Female,4.0,4,Others,5,Married,6,0,14.0,1.0,5.0,3.0,324,Stayed,Close,25+ months,Very high,4,5,0.0004,0,Low,3521
53543,0,3.0,Phone,1,13.0,Credit Card,Female,3.0,4,Mobile Phone,2,Divorced,3,0,14.0,1.0,2.0,9.0,156,Stayed,Close,0–6 months,Moderate,1,2,0.0735,0,Low,2970
53544,0,1.0,Phone,1,16.0,Debit Card,Male,3.0,4,Mobile Phone,5,Single,3,0,26.0,1.0,2.0,1.0,151,Stayed,Close,0–6 months,Moderate,5,2,0.7625,1,High,645
53545,0,19.0,Phone,1,14.0,Credit Card,Female,3.0,4,Mobile Phone,3,Divorced,6,1,20.0,2.0,2.0,3.0,170,Stayed,Close,13–24 months,Moderate,4,2,0.0989,0,Low,2803
53546,0,11.0,Phone,1,7.0,Debit Card,Female,3.0,5,Laptop & Accessory,2,Divorced,3,0,14.0,4.0,4.0,12.0,190,Stayed,Very close,7–12 months,Moderate,1,4,0.0048,0,Low,3479
53547,0,1.0,Phone,1,10.0,Debit Card,Male,3.0,5,Mobile Phone,3,Single,3,0,13.0,1.0,2.0,3.0,155,Stayed,Very close,0–6 months,Moderate,4,2,0.7112,1,High,770
53548,1,8.0,Phone,1,17.0,Debit Card,Male,4.0,4,Mobile Phone,3,Single,3,1,12.0,2.0,2.0,3.0,154,Churned,Close,7–12 months,Moderate,4,2,0.778,1,High,605
53549,0,27.0,Phone,1,14.0,Credit Card,Female,3.0,4,Others,3,Married,5,0,15.71,5.0,5.0,8.0,311,Stayed,Close,25+ months,Very high,2,5,0.0003,0,Low,3522
53550,0,3.0,Phone,1,22.0,Debit Card,Female,4.0,6,Mobile Phone,2,Divorced,2,1,19.0,2.0,2.0,4.0,147,Stayed,Moderate,0–6 months,Moderate,3,2,0.7044,1,High,794
53551,1,1.0,Computer,1,10.0,Debit Card,Male,3.0,5,Mobile Phone,2,Divorced,2,1,12.0,1.0,2.0,1.0,154,Churned,Very close,0–6 months,Moderate,5,2,0.8693,1,High,366
53552,0,20.0,Phone,3,9.0,E wallet,Female,4.0,4,Grocery,5,Divorced,10,0,15.71,13.0,16.0,10.0,295,Stayed,Very close,13–24 months,High,1,5,0.424,0,Medium,1456
53553,0,18.0,Computer,1,24.0,Debit Card,Male,4.0,6,Mobile Phone,3,Single,4,0,14.0,2.0,2.0,1.0,148,Stayed,Moderate,13–24 months,Moderate,5,2,0.5259,1,High,1199
53554,0,7.0,Phone,2,9.0,UPI,Male,3.0,4,Mobile Phone,3,Divorced,3,0,14.0,1.0,2.0,5.0,161,Stayed,Very close,7–12 months,Moderate,2,2,0.1823,0,Medium,2363
53555,1,5.0,Computer,1,12.0,Debit Card,Male,4.0,5,Mobile Phone,5,Married,8,0,18.0,2.0,2.0,1.0,146,Churned,Close,0–6 months,Moderate,5,2,0.7498,1,High,673
53556,0,4.0,Phone,3,36.0,Debit Card,Male,4.0,4,Laptop & Accessory,5,Married,10,0,20.0,2.0,2.0,4.0,166,Stayed,Far,0–6 months,Moderate,3,2,0.7871,1,High,585
53557,0,14.0,Computer,3,9.0,Credit Card,Male,4.0,4,Laptop & Accessory,4,Divorced,7,0,13.0,2.0,2.0,1.0,168,Stayed,Very close,13–24 months,Moderate,5,2,0.3903,0,Medium,1572
53558,0,24.0,Computer,1,9.0,Credit Card,Female,2.0,4,Grocery,5,Divorced,4,0,15.71,3.0,3.0,3.0,304,Stayed,Very close,13–24 months,Very high,4,4,0.0015,0,Low,3510
53559,0,2.0,Phone,1,26.0,Credit Card,Male,4.0,5,Mobile Phone,5,Divorced,3,0,13.0,2.0,4.0,4.0,157,Stayed,Moderate,0–6 months,Moderate,3,4,0.728,1,High,726
53560,0,20.0,Phone,1,22.0,Debit Card,Male,3.0,4,Others,4,Divorced,7,0,15.71,2.0,2.0,4.0,316,Stayed,Moderate,13–24 months,Very high,3,2,0.0703,0,Low,2992
53561,0,9.0,Phone,3,24.0,Debit Card,Male,4.0,4,Laptop & Accessory,5,Divorced,5,1,16.0,2.0,2.0,4.54,215,Stayed,Moderate,7–12 months,High,3,2,0.5352,1,High,1172
53562,1,1.0,Phone,1,24.0,Debit Card,Female,4.0,4,Mobile Phone,4,Divorced,3,0,14.0,1.0,2.0,1.0,147,Churned,Moderate,0–6 months,Moderate,5,2,0.63,1,High,968
53563,0,7.0,Computer,3,32.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Divorced,3,0,13.0,1.0,2.0,2.0,170,Stayed,Far,7–12 months,Moderate,5,2,0.2652,0,Medium,2010
53564,0,10.0,Phone,1,13.0,Debit Card,Male,3.0,6,Mobile Phone,3,Married,3,0,15.0,1.0,2.0,8.0,152,Stayed,Close,7–12 months,Moderate,2,2,0.1009,0,Low,2793
53565,0,4.0,Phone,1,14.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,3,0,14.0,9.0,9.0,10.0,160,Stayed,Close,0–6 months,Moderate,1,5,0.1753,0,Medium,2396
53566,0,18.0,Phone,1,36.0,UPI,Male,3.0,4,Laptop & Accessory,2,Single,3,0,26.0,2.0,2.0,18.0,170,Stayed,Far,13–24 months,Moderate,1,2,0.0065,0,Low,3464
53567,0,1.0,Phone,3,28.0,E wallet,Male,3.0,2,Mobile Phone,2,Single,3,0,18.0,1.0,3.0,3.0,152,Stayed,Moderate,0–6 months,Moderate,4,4,0.8109,1,High,511
53568,0,20.0,Phone,1,9.0,Cash on Delivery,Male,3.0,4,Laptop & Accessory,2,Married,4,0,12.0,2.0,2.0,5.0,199,Stayed,Very close,13–24 months,Moderate,2,2,0.004,0,Low,3485
53569,0,16.0,Computer,2,9.0,Credit Card,Male,4.0,2,Laptop & Accessory,5,Divorced,9,0,17.0,1.0,2.0,4.0,188,Stayed,Very close,13–24 months,Moderate,3,2,0.0676,0,Low,3008
53570,0,31.0,Phone,3,14.0,E wallet,Male,3.0,2,Laptop & Accessory,2,Married,2,1,19.0,1.0,2.0,10.0,177,Stayed,Close,25+ months,Moderate,1,2,0.0,0,Low,3525
53571,0,6.0,Computer,1,20.0,UPI,Female,4.0,5,Mobile Phone,4,Divorced,3,0,21.0,1.0,3.0,3.0,152,Stayed,Close,0–6 months,Moderate,4,4,0.3213,0,Medium,1809
53572,0,6.0,Computer,1,9.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Single,6,1,15.0,2.0,2.0,8.0,175,Stayed,Very close,0–6 months,Moderate,2,2,0.3416,0,Medium,1735
53573,0,10.0,Phone,1,7.0,Cash on Delivery,Female,4.0,6,Fashion,5,Married,4,1,22.0,6.0,8.0,4.54,228,Stayed,Very close,7–12 months,High,3,5,0.7971,1,High,557
53574,0,7.0,Phone,1,16.0,Credit Card,Male,3.0,4,Mobile Phone,2,Divorced,2,0,14.0,2.0,5.0,11.0,153,Stayed,Close,7–12 months,Moderate,1,5,0.0968,0,Low,2819
53575,0,14.0,Phone,3,17.0,Cash on Delivery,Female,3.0,5,Laptop & Accessory,4,Married,9,0,13.0,2.0,2.0,4.0,194,Stayed,Close,13–24 months,Moderate,3,2,0.3891,0,Medium,1578
53576,0,1.0,Phone,3,17.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Single,2,0,15.0,1.0,2.0,2.0,175,Stayed,Close,0–6 months,Moderate,5,2,0.4494,0,High,1386
53577,0,4.0,Phone,1,7.0,Credit Card,Male,4.0,4,Mobile Phone,4,Divorced,2,1,22.0,2.0,6.0,8.0,161,Stayed,Very close,0–6 months,Moderate,2,5,0.3674,0,Medium,1652
53578,0,16.0,Computer,1,33.0,Credit Card,Female,3.0,4,Fashion,5,Divorced,5,1,18.0,1.0,3.01,1.0,257,Stayed,Far,13–24 months,High,5,4,0.4448,0,High,1401
53579,0,9.0,Computer,3,15.0,E wallet,Female,4.0,5,Fashion,2,Divorced,6,1,12.0,3.0,5.0,4.54,229,Stayed,Close,7–12 months,High,3,5,0.8869,1,High,316
53580,0,1.0,Phone,1,21.0,Debit Card,Male,3.0,4,Mobile Phone,5,Divorced,3,1,15.0,3.0,7.0,9.0,147,Stayed,Moderate,0–6 months,Moderate,1,5,0.901,1,High,282
53581,0,28.0,Computer,1,7.0,Debit Card,Female,3.0,4,Fashion,3,Married,9,0,18.0,2.0,2.0,4.54,230,Stayed,Very close,25+ months,High,3,2,0.0005,0,Low,3520
53582,0,18.0,Phone,1,9.0,Debit Card,Female,4.0,2,Mobile Phone,2,Divorced,3,0,14.0,7.0,8.0,8.0,145,Stayed,Very close,13–24 months,Moderate,2,5,0.0259,0,Low,3304
53583,1,1.0,Computer,1,17.0,Credit Card,Female,4.0,5,Mobile Phone,4,Single,3,1,26.0,2.0,2.0,1.0,144,Churned,Close,0–6 months,Moderate,5,2,0.9599,1,High,106
53584,0,3.0,Phone,1,7.0,Debit Card,Female,4.0,4,Mobile Phone,2,Married,3,0,16.0,1.0,2.0,3.0,163,Stayed,Very close,0–6 months,Moderate,4,2,0.091,0,Low,2855
53585,0,28.0,Phone,1,10.0,Debit Card,Male,3.0,4,Grocery,2,Divorced,5,0,15.71,2.0,2.0,10.0,303,Stayed,Very close,25+ months,Very high,1,2,0.0,0,Low,3525
53586,0,5.0,Phone,1,18.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Divorced,3,1,13.0,1.0,2.0,2.0,193,Stayed,Close,0–6 months,Moderate,5,2,0.2923,0,Medium,1915
53587,0,5.0,Phone,1,31.0,Credit Card,Female,4.0,5,Laptop & Accessory,5,Single,3,0,20.0,1.0,2.0,9.0,193,Stayed,Far,0–6 months,Moderate,1,2,0.0706,0,Low,2990
53588,0,31.0,Phone,3,10.0,Debit Card,Female,3.0,5,Laptop & Accessory,2,Single,7,0,18.0,1.0,2.0,6.0,177,Stayed,Very close,25+ months,Moderate,2,2,0.0002,0,Low,3523
53589,0,17.0,Phone,1,10.0,Debit Card,Male,4.0,6,Others,2,Divorced,5,0,15.71,2.0,2.0,8.0,322,Stayed,Very close,13–24 months,Very high,2,2,0.0616,0,Low,3045
53590,0,23.0,Phone,1,11.0,Credit Card,Male,3.0,5,Others,3,Divorced,4,0,15.71,1.0,2.0,1.0,312,Stayed,Close,13–24 months,Very high,5,2,0.0112,0,Low,3422
53591,0,10.0,Computer,1,10.0,Cash on Delivery,Male,3.0,4,Mobile Phone,4,Divorced,3,0,13.0,2.0,2.0,8.0,162,Stayed,Very close,7–12 months,Moderate,2,2,0.1956,0,Medium,2306
53592,0,22.0,Phone,1,9.0,Cash on Delivery,Male,4.0,2,Mobile Phone,4,Single,7,0,12.0,1.0,2.0,1.0,151,Stayed,Very close,13–24 months,Moderate,5,2,0.101,0,Low,2792
53593,0,1.0,Phone,1,11.0,Debit Card,Male,4.0,4,Mobile Phone,3,Married,3,0,12.0,2.0,2.0,4.0,150,Stayed,Close,0–6 months,Moderate,3,2,0.3466,0,Medium,1723
53594,0,3.0,Phone,1,14.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Married,3,1,12.0,1.0,2.0,1.0,191,Stayed,Close,0–6 months,Moderate,5,2,0.2007,0,Medium,2278
53595,0,22.0,Phone,1,7.0,Debit Card,Male,4.0,5,Others,2,Single,8,0,15.71,2.0,2.0,1.0,308,Stayed,Very close,13–24 months,Very high,5,2,0.0895,0,Low,2862
53596,0,3.0,Phone,1,7.0,Debit Card,Female,3.0,5,Grocery,2,Married,5,0,15.0,1.75,2.0,8.0,286,Stayed,Very close,0–6 months,High,2,2,0.0368,0,Low,3217
53597,0,8.0,Phone,1,27.0,Cash on Delivery,Female,3.0,2,Mobile Phone,3,Divorced,2,0,18.0,2.0,2.0,1.0,151,Stayed,Moderate,7–12 months,Moderate,5,2,0.2246,0,Medium,2171
53598,0,18.0,Phone,3,12.0,E wallet,Male,3.0,4,Others,4,Divorced,9,0,15.71,2.0,4.0,11.0,307,Stayed,Close,13–24 months,Very high,1,4,0.2489,0,Medium,2077
53599,0,7.0,Phone,3,17.0,E wallet,Male,3.0,2,Fashion,3,Married,2,1,15.0,2.0,2.0,9.0,209,Stayed,Close,7–12 months,High,1,2,0.5847,1,High,1064
53600,0,1.0,Phone,1,32.0,Debit Card,Female,3.0,2,Mobile Phone,2,Single,3,1,13.0,2.0,2.0,2.0,155,Stayed,Far,0–6 months,Moderate,5,2,0.7953,1,High,564
53601,0,1.0,Phone,1,7.0,Debit Card,Male,3.0,4,Mobile Phone,3,Divorced,3,0,23.0,1.0,2.0,2.0,137,Stayed,Very close,0–6 months,Moderate,5,2,0.4304,0,Medium,1442
53602,1,1.0,Computer,3,31.0,Debit Card,Male,4.0,6,Mobile Phone,2,Single,3,1,15.0,2.0,2.0,1.0,136,Churned,Far,0–6 months,Moderate,5,2,0.9938,1,High,5
53603,0,1.0,Phone,1,11.0,Debit Card,Male,3.0,4,Mobile Phone,2,Single,3,1,21.0,1.0,3.0,3.0,154,Stayed,Close,0–6 months,Moderate,4,4,0.7712,1,High,621
53604,1,9.0,Phone,3,9.0,E wallet,Female,4.0,6,Others,4,Single,4,1,15.71,1.0,2.0,12.0,313,Churned,Very close,7–12 months,Very high,1,2,0.7961,1,High,560
53605,0,29.0,Computer,1,15.0,Credit Card,Male,3.0,5,Grocery,4,Married,3,1,16.0,4.0,16.0,1.0,261,Stayed,Close,25+ months,High,5,5,0.0108,0,Low,3426
53606,1,1.0,Computer,1,17.0,Debit Card,Female,3.0,5,Mobile Phone,3,Single,3,0,21.0,3.0,3.0,3.0,151,Churned,Close,0–6 months,Moderate,4,4,0.7919,1,High,576
53607,0,20.0,Phone,3,11.0,E wallet,Female,3.0,5,Others,4,Divorced,4,0,15.71,2.0,2.0,9.0,313,Stayed,Close,13–24 months,Very high,1,2,0.0446,0,Low,3158
53608,0,8.0,Phone,3,9.0,E wallet,Female,3.0,4,Laptop & Accessory,5,Single,2,1,13.0,2.0,2.0,3.0,170,Stayed,Very close,7–12 months,Moderate,4,2,0.6838,1,High,835
53609,0,25.0,Computer,3,16.0,Debit Card,Male,3.0,4,Others,4,Married,6,1,25.0,3.0,12.0,11.0,323,Stayed,Close,25+ months,Very high,1,5,0.0288,0,Low,3278
53610,0,31.0,Phone,1,25.0,Credit Card,Male,4.0,4,Fashion,2,Single,8,0,13.0,2.0,6.0,4.54,230,Stayed,Moderate,25+ months,High,3,5,0.0011,0,Low,3514
53611,0,8.0,Computer,1,26.0,Credit Card,Female,3.0,4,Laptop & Accessory,4,Married,6,0,14.0,4.0,6.0,11.0,169,Stayed,Moderate,7–12 months,Moderate,1,5,0.173,0,Medium,2408
53612,0,2.0,Computer,1,7.0,Credit Card,Male,3.0,4,Mobile Phone,3,Single,2,1,12.0,1.0,2.0,3.0,147,Stayed,Very close,0–6 months,Moderate,4,2,0.85,1,High,412
53613,0,18.0,Phone,1,11.0,Debit Card,Male,4.0,2,Others,5,Married,3,0,15.71,2.0,15.0,14.0,317,Stayed,Close,13–24 months,Very high,1,5,0.0286,0,Low,3279
53614,0,8.0,Computer,2,18.0,Debit Card,Male,3.0,5,Laptop & Accessory,4,Divorced,6,0,12.0,1.0,2.0,9.0,170,Stayed,Close,7–12 months,Moderate,1,2,0.3241,0,Medium,1799
53615,0,9.0,Phone,1,13.0,Debit Card,Male,4.0,4,Mobile Phone,3,Divorced,2,1,15.0,2.0,3.0,3.0,160,Stayed,Close,7–12 months,Moderate,4,4,0.3275,0,Medium,1788
53616,0,16.0,Phone,1,14.0,Credit Card,Female,4.0,2,Laptop & Accessory,4,Divorced,8,1,17.0,1.0,2.0,1.0,149,Stayed,Close,13–24 months,Moderate,5,2,0.2083,0,Medium,2243
53617,0,17.0,Phone,3,11.0,E wallet,Female,3.0,5,Fashion,2,Single,5,0,15.0,11.0,16.0,4.54,227,Stayed,Close,13–24 months,High,3,5,0.8323,1,High,448
53618,0,10.0,Phone,1,9.0,Debit Card,Female,3.0,4,Laptop & Accessory,4,Single,11,1,12.0,5.0,6.0,13.0,179,Stayed,Very close,7–12 months,Moderate,1,5,0.5344,1,High,1177
53619,1,8.0,Phone,1,22.0,Credit Card,Female,4.0,4,Fashion,2,Divorced,3,0,12.0,1.0,2.0,6.0,205,Churned,Moderate,7–12 months,High,2,2,0.129,0,Medium,2627
53620,0,2.0,Computer,1,9.0,Debit Card,Male,3.0,5,Mobile Phone,2,Divorced,3,1,13.0,3.0,3.0,3.0,164,Stayed,Very close,0–6 months,Moderate,4,4,0.801,1,High,545
53621,0,25.0,Computer,1,13.0,Credit Card,Female,3.0,5,Mobile Phone,3,Single,2,0,15.0,8.0,8.0,8.0,153,Stayed,Close,25+ months,Moderate,2,5,0.0036,0,Low,3489
53622,0,4.0,Computer,1,16.0,Credit Card,Female,4.0,4,Laptop & Accessory,3,Single,9,1,19.0,2.0,2.0,8.0,172,Stayed,Close,0–6 months,Moderate,2,2,0.6795,1,High,849
53623,1,1.0,Phone,1,14.0,Cash on Delivery,Female,3.0,4,Mobile Phone,3,Married,5,1,14.0,2.0,8.0,8.0,158,Churned,Close,0–6 months,Moderate,2,5,0.8758,1,High,350
53624,0,2.0,Phone,1,7.0,Cash on Delivery,Male,3.0,4,Mobile Phone,5,Single,4,0,12.0,1.0,2.0,3.0,146,Stayed,Very close,0–6 months,Moderate,4,2,0.8312,1,High,453
53625,0,1.0,Phone,1,7.0,Credit Card,Female,3.0,4,Mobile Phone,4,Single,3,0,19.0,2.0,3.0,2.0,146,Stayed,Very close,0–6 months,Moderate,5,4,0.5586,1,High,1118
53626,0,6.0,Phone,3,15.0,Credit Card,Male,3.0,2,Laptop & Accessory,2,Divorced,3,0,16.0,1.0,2.0,9.0,187,Stayed,Close,0–6 months,Moderate,1,2,0.0103,0,Low,3431
53627,0,19.0,Computer,1,32.0,Credit Card,Female,3.0,4,Others,4,Single,5,0,15.71,2.0,2.0,1.0,306,Stayed,Far,13–24 months,Very high,5,2,0.2415,0,Medium,2102
53628,0,13.0,Phone,1,20.0,Credit Card,Female,4.0,5,Grocery,4,Married,8,1,15.71,14.0,16.0,3.0,296,Stayed,Close,13–24 months,High,4,5,0.9515,1,High,134
53629,0,31.0,Phone,1,30.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,3,0,13.0,3.0,3.0,3.0,149,Stayed,Moderate,25+ months,Moderate,4,4,0.0004,0,Low,3521
53630,1,1.0,Phone,1,14.0,Debit Card,Male,4.0,4,Laptop & Accessory,3,Divorced,3,0,19.0,2.0,2.0,2.0,174,Churned,Close,0–6 months,Moderate,5,2,0.1676,0,Medium,2433
53631,1,3.0,Phone,1,30.0,Credit Card,Male,4.0,4,Mobile Phone,5,Single,2,0,14.0,1.0,2.0,4.0,164,Churned,Moderate,0–6 months,Moderate,3,2,0.6791,1,High,850
53632,0,4.0,Phone,1,13.0,Cash on Delivery,Female,3.0,5,Laptop & Accessory,2,Divorced,2,0,13.0,6.0,7.0,8.0,171,Stayed,Close,0–6 months,Moderate,2,5,0.1255,0,Medium,2647
53633,0,10.0,Phone,1,17.0,Cash on Delivery,Female,4.0,4,Fashion,3,Divorced,5,0,13.0,1.0,2.0,8.0,196,Stayed,Close,7–12 months,Moderate,2,2,0.1636,0,Medium,2448
53634,0,20.0,Phone,2,7.0,Debit Card,Female,3.0,4,Mobile Phone,5,Single,8,0,13.0,4.0,6.0,8.0,159,Stayed,Very close,13–24 months,Moderate,2,5,0.1985,0,Medium,2290
53635,0,2.0,Computer,1,7.0,Debit Card,Female,3.0,6,Laptop & Accessory,2,Divorced,2,0,12.0,8.0,8.0,6.0,192,Stayed,Very close,0–6 months,Moderate,2,5,0.2172,0,Medium,2210
53636,0,24.0,Phone,1,35.0,Debit Card,Female,3.0,4,Grocery,5,Divorced,6,1,15.71,1.0,2.0,3.0,294,Stayed,Far,13–24 months,High,4,2,0.0299,0,Low,3267
53637,1,4.0,Phone,3,32.0,E wallet,Male,3.0,5,Fashion,4,Single,4,1,13.0,1.0,2.0,4.54,216,Churned,Far,0–6 months,High,3,2,0.9779,1,High,50
