OrderNumber,ProductKey,CustomerKey,OrderDate,ShippingDate,DueDate,SalesAmount,Quantity,Price
SO64236,5,2661,2013-08-14,2013-08-21,2013-08-26,9,1,9
SO64237,99,15328,2013-08-14,2013-08-21,2013-08-26,2384,1,2384
SO64238,41,12036,2013-08-14,2013-08-21,2013-08-26,540,1,540
SO64238,295,12036,2013-08-14,2013-08-21,2013-08-26,5,1,5
SO64238,5,12036,2013-08-14,2013-08-21,2013-08-26,9,1,9
SO64238,105,12036,2013-08-14,2013-08-21,2013-08-26,8,1,8
SO64239,41,12022,2013-08-14,2013-08-21,2013-08-26,540,1,540
SO64239,206,12022,2013-08-14,2013-08-21,2013-08-26,24,1,24
SO64240,54,9662,2013-08-14,2013-08-21,2013-08-26,1120,1,1120
SO64240,270,9662,2013-08-14,2013-08-21,2013-08-26,54,1,54
SO64241,98,13204,2013-08-14,2013-08-21,2013-08-26,2384,1,2384
SO64241,217,13204,2013-08-14,2013-08-21,2013-08-26,35,1,35
SO64241,224,13204,2013-08-14,2013-08-21,2013-08-26,50,1,50
SO64242,99,13384,2013-08-14,2013-08-21,2013-08-26,2384,1,2384
SO64243,86,18088,2013-08-14,2013-08-21,2013-08-26,742,1,742
SO64243,5,18088,2013-08-14,2013-08-21,2013-08-26,9,1,9
SO64243,295,18088,2013-08-14,2013-08-21,2013-08-26,5,1,5
SO64243,271,18088,2013-08-14,2013-08-21,2013-08-26,54,1,54
SO64244,100,1002,2013-08-14,2013-08-21,2013-08-26,2384,1,2384
SO64244,215,1002,2013-08-14,2013-08-21,2013-08-26,35,1,35
SO64245,282,2006,2013-08-15,2013-08-22,2013-08-27,25,1,25
SO64245,289,2006,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64245,217,2006,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64246,282,367,2013-08-15,2013-08-22,2013-08-27,25,1,25
SO64246,238,367,2013-08-15,2013-08-22,2013-08-27,2,1,2
SO64247,290,14246,2013-08-15,2013-08-22,2013-08-27,4,1,4
SO64247,221,14246,2013-08-15,2013-08-22,2013-08-27,55,1,55
SO64248,64,14499,2013-08-15,2013-08-22,2013-08-27,1701,1,1701
SO64248,217,14499,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64248,223,14499,2013-08-15,2013-08-22,2013-08-27,50,1,50
SO64249,69,5477,2013-08-15,2013-08-22,2013-08-27,2443,1,2443
SO64249,290,5477,2013-08-15,2013-08-22,2013-08-27,4,1,4
SO64249,287,5477,2013-08-15,2013-08-22,2013-08-27,33,1,33
SO64249,270,5477,2013-08-15,2013-08-22,2013-08-27,54,1,54
SO64250,68,2596,2013-08-15,2013-08-22,2013-08-27,2443,1,2443
SO64250,290,2596,2013-08-15,2013-08-22,2013-08-27,4,1,4
SO64250,287,2596,2013-08-15,2013-08-22,2013-08-27,33,1,33
SO64251,24,1488,2013-08-15,2013-08-22,2013-08-27,2295,1,2295
SO64251,215,1488,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64252,28,4930,2013-08-15,2013-08-22,2013-08-27,2320,1,2320
SO64252,295,4930,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64252,4,4930,2013-08-15,2013-08-22,2013-08-27,10,1,10
SO64252,217,4930,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64253,215,733,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64253,292,733,2013-08-15,2013-08-22,2013-08-27,64,1,64
SO64254,271,277,2013-08-15,2013-08-22,2013-08-27,54,1,54
SO64255,286,201,2013-08-15,2013-08-22,2013-08-27,25,1,25
SO64255,238,201,2013-08-15,2013-08-22,2013-08-27,2,1,2
SO64256,285,16397,2013-08-15,2013-08-22,2013-08-27,21,1,21
SO64256,293,16397,2013-08-15,2013-08-22,2013-08-27,64,1,64
SO64256,290,16397,2013-08-15,2013-08-22,2013-08-27,4,1,4
SO64257,291,17008,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64257,215,17008,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64258,285,632,2013-08-15,2013-08-22,2013-08-27,21,1,21
SO64258,238,632,2013-08-15,2013-08-22,2013-08-27,2,1,2
SO64259,286,17623,2013-08-15,2013-08-22,2013-08-27,25,1,25
SO64259,290,17623,2013-08-15,2013-08-22,2013-08-27,4,1,4
SO64259,217,17623,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64259,206,17623,2013-08-15,2013-08-22,2013-08-27,24,1,24
SO64260,282,15556,2013-08-15,2013-08-22,2013-08-27,25,1,25
SO64260,238,15556,2013-08-15,2013-08-22,2013-08-27,2,1,2
SO64261,287,14276,2013-08-15,2013-08-22,2013-08-27,33,1,33
SO64261,238,14276,2013-08-15,2013-08-22,2013-08-27,2,1,2
SO64262,282,13744,2013-08-15,2013-08-22,2013-08-27,25,1,25
SO64262,289,13744,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64262,105,13744,2013-08-15,2013-08-22,2013-08-27,8,1,8
SO64263,289,12158,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64263,283,12158,2013-08-15,2013-08-22,2013-08-27,30,1,30
SO64263,215,12158,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64264,295,12264,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64264,103,12264,2013-08-15,2013-08-22,2013-08-27,9,1,9
SO64264,4,12264,2013-08-15,2013-08-22,2013-08-27,10,1,10
SO64265,289,4880,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64265,283,4880,2013-08-15,2013-08-22,2013-08-27,30,1,30
SO64265,215,4880,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64266,4,9543,2013-08-15,2013-08-22,2013-08-27,10,1,10
SO64266,295,9543,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64266,205,9543,2013-08-15,2013-08-22,2013-08-27,24,1,24
SO64266,271,9543,2013-08-15,2013-08-22,2013-08-27,54,1,54
SO64267,295,9410,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64267,4,9410,2013-08-15,2013-08-22,2013-08-27,10,1,10
SO64268,4,10288,2013-08-15,2013-08-22,2013-08-27,10,1,10
SO64268,217,10288,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64269,295,15807,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64270,295,6561,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64270,217,6561,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64271,289,4471,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64271,111,4471,2013-08-15,2013-08-22,2013-08-27,22,1,22
SO64271,225,4471,2013-08-15,2013-08-22,2013-08-27,50,1,50
SO64272,289,3937,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64272,111,3937,2013-08-15,2013-08-22,2013-08-27,22,1,22
SO64272,4,3937,2013-08-15,2013-08-22,2013-08-27,10,1,10
SO64272,295,3937,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64272,271,3937,2013-08-15,2013-08-22,2013-08-27,54,1,54
SO64273,289,3827,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64273,216,3827,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64274,289,4459,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64275,282,4610,2013-08-15,2013-08-22,2013-08-27,25,1,25
SO64275,238,4610,2013-08-15,2013-08-22,2013-08-27,2,1,2
SO64276,290,1127,2013-08-15,2013-08-22,2013-08-27,4,1,4
SO64276,285,1127,2013-08-15,2013-08-22,2013-08-27,21,1,21
SO64276,238,1127,2013-08-15,2013-08-22,2013-08-27,2,1,2
SO64277,285,14531,2013-08-15,2013-08-22,2013-08-27,21,1,21
SO64277,238,14531,2013-08-15,2013-08-22,2013-08-27,2,1,2
SO64278,291,17890,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64278,105,17890,2013-08-15,2013-08-22,2013-08-27,8,1,8
SO64279,291,13112,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64280,111,4573,2013-08-15,2013-08-22,2013-08-27,22,1,22
SO64281,27,4366,2013-08-15,2013-08-22,2013-08-27,2320,1,2320
SO64281,111,4366,2013-08-15,2013-08-22,2013-08-27,22,1,22
SO64281,4,4366,2013-08-15,2013-08-22,2013-08-27,10,1,10
SO64281,295,4366,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64281,238,4366,2013-08-15,2013-08-22,2013-08-27,2,1,2
SO64282,56,14823,2013-08-15,2013-08-22,2013-08-27,1120,1,1120
SO64283,71,10202,2013-08-15,2013-08-22,2013-08-27,2443,1,2443
SO64283,217,10202,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64284,68,9627,2013-08-15,2013-08-22,2013-08-27,2443,1,2443
SO64284,5,9627,2013-08-15,2013-08-22,2013-08-27,9,1,9
SO64284,105,9627,2013-08-15,2013-08-22,2013-08-27,8,1,8
SO64285,88,18226,2013-08-15,2013-08-22,2013-08-27,742,1,742
SO64286,103,13763,2013-08-15,2013-08-22,2013-08-27,9,1,9
SO64286,99,13763,2013-08-15,2013-08-22,2013-08-27,2384,1,2384
SO64287,39,15534,2013-08-15,2013-08-22,2013-08-27,540,1,540
SO64287,290,15534,2013-08-15,2013-08-22,2013-08-27,4,1,4
SO64287,293,15534,2013-08-15,2013-08-22,2013-08-27,64,1,64
SO64287,285,15534,2013-08-15,2013-08-22,2013-08-27,21,1,21
SO64288,56,8989,2013-08-15,2013-08-22,2013-08-27,1120,1,1120
SO64288,217,8989,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64289,54,9736,2013-08-15,2013-08-22,2013-08-27,1120,1,1120
SO64290,67,3110,2013-08-15,2013-08-22,2013-08-27,1701,1,1701
SO64291,65,6668,2013-08-15,2013-08-22,2013-08-27,1701,1,1701
SO64291,216,6668,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64291,206,6668,2013-08-15,2013-08-22,2013-08-27,24,1,24
SO64292,41,12903,2013-08-15,2013-08-22,2013-08-27,540,1,540
SO64292,204,12903,2013-08-15,2013-08-22,2013-08-27,24,1,24
SO64293,39,12961,2013-08-15,2013-08-22,2013-08-27,540,1,540
SO64293,290,12961,2013-08-15,2013-08-22,2013-08-27,4,1,4
SO64293,285,12961,2013-08-15,2013-08-22,2013-08-27,21,1,21
SO64293,217,12961,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64294,95,978,2013-08-15,2013-08-22,2013-08-27,2384,1,2384
SO64294,295,978,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64294,294,978,2013-08-15,2013-08-22,2013-08-27,64,1,64
SO64294,5,978,2013-08-15,2013-08-22,2013-08-27,9,1,9
SO64295,84,3056,2013-08-15,2013-08-22,2013-08-27,742,1,742
SO64295,103,3056,2013-08-15,2013-08-22,2013-08-27,9,1,9
SO64296,100,1001,2013-08-15,2013-08-22,2013-08-27,2384,1,2384
SO64296,288,1001,2013-08-15,2013-08-22,2013-08-27,29,1,29
SO64296,291,1001,2013-08-15,2013-08-22,2013-08-27,5,1,5
SO64296,221,1001,2013-08-15,2013-08-22,2013-08-27,55,1,55
SO64297,68,6503,2013-08-16,2013-08-23,2013-08-28,2443,1,2443
SO64297,5,6503,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64297,295,6503,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64297,215,6503,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64298,289,3068,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64298,282,3068,2013-08-16,2013-08-23,2013-08-28,25,1,25
SO64298,215,3068,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64299,290,8611,2013-08-16,2013-08-23,2013-08-28,4,1,4
SO64299,285,8611,2013-08-16,2013-08-23,2013-08-28,21,1,21
SO64299,206,8611,2013-08-16,2013-08-23,2013-08-28,24,1,24
SO64300,111,12522,2013-08-16,2013-08-23,2013-08-28,22,1,22
SO64301,111,5730,2013-08-16,2013-08-23,2013-08-28,22,1,22
SO64301,105,5730,2013-08-16,2013-08-23,2013-08-28,8,1,8
SO64302,4,4604,2013-08-16,2013-08-23,2013-08-28,10,1,10
SO64302,295,4604,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64303,287,5607,2013-08-16,2013-08-23,2013-08-28,33,1,33
SO64303,238,5607,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64304,287,5168,2013-08-16,2013-08-23,2013-08-28,33,1,33
SO64305,290,5693,2013-08-16,2013-08-23,2013-08-28,4,1,4
SO64305,238,5693,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64306,13,6944,2013-08-16,2013-08-23,2013-08-28,565,1,565
SO64306,217,6944,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64307,69,2578,2013-08-16,2013-08-23,2013-08-28,2443,1,2443
SO64307,290,2578,2013-08-16,2013-08-23,2013-08-28,4,1,4
SO64307,287,2578,2013-08-16,2013-08-23,2013-08-28,33,1,33
SO64307,293,2578,2013-08-16,2013-08-23,2013-08-28,64,1,64
SO64308,19,8339,2013-08-16,2013-08-23,2013-08-28,769,1,769
SO64308,111,8339,2013-08-16,2013-08-23,2013-08-28,22,1,22
SO64308,277,8339,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64309,25,6184,2013-08-16,2013-08-23,2013-08-28,2295,1,2295
SO64309,4,6184,2013-08-16,2013-08-23,2013-08-28,10,1,10
SO64309,295,6184,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64310,24,1268,2013-08-16,2013-08-23,2013-08-28,2295,1,2295
SO64311,28,1257,2013-08-16,2013-08-23,2013-08-28,2320,1,2320
SO64311,221,1257,2013-08-16,2013-08-23,2013-08-28,55,1,55
SO64312,24,4703,2013-08-16,2013-08-23,2013-08-28,2295,1,2295
SO64312,217,4703,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64313,270,502,2013-08-16,2013-08-23,2013-08-28,54,1,54
SO64313,103,502,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64314,223,18329,2013-08-16,2013-08-23,2013-08-28,50,1,50
SO64315,286,18236,2013-08-16,2013-08-23,2013-08-28,25,1,25
SO64315,238,18236,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64316,290,177,2013-08-16,2013-08-23,2013-08-28,4,1,4
SO64316,286,177,2013-08-16,2013-08-23,2013-08-28,25,1,25
SO64316,238,177,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64317,289,277,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64317,282,277,2013-08-16,2013-08-23,2013-08-28,25,1,25
SO64317,215,277,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64317,270,277,2013-08-16,2013-08-23,2013-08-28,54,1,54
SO64317,103,277,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64318,282,15333,2013-08-16,2013-08-23,2013-08-28,25,1,25
SO64318,204,15333,2013-08-16,2013-08-23,2013-08-28,24,1,24
SO64319,288,4827,2013-08-16,2013-08-23,2013-08-28,29,1,29
SO64319,291,4827,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64320,283,12711,2013-08-16,2013-08-23,2013-08-28,30,1,30
SO64321,290,13627,2013-08-16,2013-08-23,2013-08-28,4,1,4
SO64321,287,13627,2013-08-16,2013-08-23,2013-08-28,33,1,33
SO64321,238,13627,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64322,283,12247,2013-08-16,2013-08-23,2013-08-28,30,1,30
SO64322,238,12247,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64323,283,12032,2013-08-16,2013-08-23,2013-08-28,30,1,30
SO64323,289,12032,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64323,216,12032,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64324,4,9523,2013-08-16,2013-08-23,2013-08-28,10,1,10
SO64324,217,9523,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64325,267,661,2013-08-16,2013-08-23,2013-08-28,70,1,70
SO64325,271,661,2013-08-16,2013-08-23,2013-08-28,54,1,54
SO64326,267,17997,2013-08-16,2013-08-23,2013-08-28,70,1,70
SO64326,103,17997,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64327,269,7689,2013-08-16,2013-08-23,2013-08-28,70,1,70
SO64327,103,7689,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64328,295,7344,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64328,215,7344,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64329,103,15319,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64329,295,15319,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64330,289,4514,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64330,217,4514,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64331,289,15683,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64331,216,15683,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64331,204,15683,2013-08-16,2013-08-23,2013-08-28,24,1,24
SO64332,289,4745,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64332,105,4745,2013-08-16,2013-08-23,2013-08-28,8,1,8
SO64333,111,10657,2013-08-16,2013-08-23,2013-08-28,22,1,22
SO64333,215,10657,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64334,111,7885,2013-08-16,2013-08-23,2013-08-28,22,1,22
SO64334,221,7885,2013-08-16,2013-08-23,2013-08-28,55,1,55
SO64335,284,3550,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64335,289,3550,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64335,215,3550,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64336,283,10047,2013-08-16,2013-08-23,2013-08-28,30,1,30
SO64336,289,10047,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64337,290,12756,2013-08-16,2013-08-23,2013-08-28,4,1,4
SO64337,238,12756,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64338,289,11820,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64338,283,11820,2013-08-16,2013-08-23,2013-08-28,30,1,30
SO64340,105,10522,2013-08-16,2013-08-23,2013-08-28,8,1,8
SO64341,283,6749,2013-08-16,2013-08-23,2013-08-28,30,1,30
SO64341,238,6749,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64342,285,1295,2013-08-16,2013-08-23,2013-08-28,21,1,21
SO64343,288,16307,2013-08-16,2013-08-23,2013-08-28,29,1,29
SO64344,288,2548,2013-08-16,2013-08-23,2013-08-28,29,1,29
SO64344,291,2548,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64345,288,2517,2013-08-16,2013-08-23,2013-08-28,29,1,29
SO64346,291,3956,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64346,288,3956,2013-08-16,2013-08-23,2013-08-28,29,1,29
SO64347,289,3292,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64347,284,3292,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64347,293,3292,2013-08-16,2013-08-23,2013-08-28,64,1,64
SO64347,217,3292,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64348,284,963,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64349,284,1023,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64349,238,1023,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64350,295,416,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64350,5,416,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64351,28,5837,2013-08-16,2013-08-23,2013-08-28,2320,1,2320
SO64351,111,5837,2013-08-16,2013-08-23,2013-08-28,22,1,22
SO64351,206,5837,2013-08-16,2013-08-23,2013-08-28,24,1,24
SO64351,223,5837,2013-08-16,2013-08-23,2013-08-28,50,1,50
SO64352,28,5492,2013-08-16,2013-08-23,2013-08-28,2320,1,2320
SO64352,284,5492,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64353,25,4321,2013-08-16,2013-08-23,2013-08-28,2295,1,2295
SO64353,289,4321,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64353,284,4321,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64353,217,4321,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64354,29,4381,2013-08-16,2013-08-23,2013-08-28,2320,1,2320
SO64354,284,4381,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64354,289,4381,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64354,238,4381,2013-08-16,2013-08-23,2013-08-28,2,1,2
SO64355,24,5099,2013-08-16,2013-08-23,2013-08-28,2295,1,2295
SO64355,4,5099,2013-08-16,2013-08-23,2013-08-28,10,1,10
SO64355,295,5099,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64355,217,5099,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64356,100,3430,2013-08-16,2013-08-23,2013-08-28,2384,1,2384
SO64356,217,3430,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64357,91,14608,2013-08-16,2013-08-23,2013-08-28,1215,1,1215
SO64357,5,14608,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64357,295,14608,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64357,205,14608,2013-08-16,2013-08-23,2013-08-28,24,1,24
SO64358,66,12546,2013-08-16,2013-08-23,2013-08-28,1701,1,1701
SO64359,56,14948,2013-08-16,2013-08-23,2013-08-28,1120,1,1120
SO64359,216,14948,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64360,58,14115,2013-08-16,2013-08-23,2013-08-28,1120,1,1120
SO64360,215,14115,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64361,75,10212,2013-08-16,2013-08-23,2013-08-28,2443,1,2443
SO64361,295,10212,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64361,5,10212,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64362,24,3047,2013-08-16,2013-08-23,2013-08-28,2295,1,2295
SO64362,4,3047,2013-08-16,2013-08-23,2013-08-28,10,1,10
SO64363,28,3063,2013-08-16,2013-08-23,2013-08-28,2320,1,2320
SO64363,221,3063,2013-08-16,2013-08-23,2013-08-28,55,1,55
SO64364,29,2967,2013-08-16,2013-08-23,2013-08-28,2320,1,2320
SO64364,284,2967,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64364,289,2967,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64364,215,2967,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64365,91,14887,2013-08-16,2013-08-23,2013-08-28,1215,1,1215
SO64365,288,14887,2013-08-16,2013-08-23,2013-08-28,29,1,29
SO64365,291,14887,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64365,204,14887,2013-08-16,2013-08-23,2013-08-28,24,1,24
SO64366,96,15083,2013-08-16,2013-08-23,2013-08-28,2384,1,2384
SO64366,277,15083,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64367,39,15641,2013-08-16,2013-08-23,2013-08-28,540,1,540
SO64367,295,15641,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64367,5,15641,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64367,217,15641,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64368,39,12037,2013-08-16,2013-08-23,2013-08-28,540,1,540
SO64368,285,12037,2013-08-16,2013-08-23,2013-08-28,21,1,21
SO64368,290,12037,2013-08-16,2013-08-23,2013-08-28,4,1,4
SO64368,206,12037,2013-08-16,2013-08-23,2013-08-28,24,1,24
SO64368,215,12037,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64369,39,12057,2013-08-16,2013-08-23,2013-08-28,540,1,540
SO64369,217,12057,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64369,205,12057,2013-08-16,2013-08-23,2013-08-28,24,1,24
SO64370,40,12359,2013-08-16,2013-08-23,2013-08-28,540,1,540
SO64370,5,12359,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64370,295,12359,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64370,105,12359,2013-08-16,2013-08-23,2013-08-28,8,1,8
SO64371,38,12074,2013-08-16,2013-08-23,2013-08-28,540,1,540
SO64372,56,9655,2013-08-16,2013-08-23,2013-08-28,1120,1,1120
SO64372,223,9655,2013-08-16,2013-08-23,2013-08-28,50,1,50
SO64373,65,6577,2013-08-16,2013-08-23,2013-08-28,1701,1,1701
SO64373,222,6577,2013-08-16,2013-08-23,2013-08-28,50,1,50
SO64374,56,9845,2013-08-16,2013-08-23,2013-08-28,1120,1,1120
SO64374,215,9845,2013-08-16,2013-08-23,2013-08-28,35,1,35
SO64375,40,16138,2013-08-16,2013-08-23,2013-08-28,540,1,540
SO64375,295,16138,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64375,5,16138,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64375,292,16138,2013-08-16,2013-08-23,2013-08-28,64,1,64
SO64376,99,970,2013-08-16,2013-08-23,2013-08-28,2384,1,2384
SO64376,5,970,2013-08-16,2013-08-23,2013-08-28,9,1,9
SO64376,295,970,2013-08-16,2013-08-23,2013-08-28,5,1,5
SO64376,221,970,2013-08-16,2013-08-23,2013-08-28,55,1,55
SO64377,295,1374,2013-08-17,2013-08-24,2013-08-29,5,1,5
SO64377,4,1374,2013-08-17,2013-08-24,2013-08-29,10,1,10
SO64378,295,983,2013-08-17,2013-08-24,2013-08-29,5,1,5
SO64378,5,983,2013-08-17,2013-08-24,2013-08-29,9,1,9
SO64378,271,983,2013-08-17,2013-08-24,2013-08-29,54,1,54
SO64379,238,2009,2013-08-17,2013-08-24,2013-08-29,2,1,2
SO64380,290,8618,2013-08-17,2013-08-24,2013-08-29,4,1,4
SO64380,285,8618,2013-08-17,2013-08-24,2013-08-29,21,1,21
SO64381,284,10996,2013-08-17,2013-08-24,2013-08-29,35,1,35
SO64382,268,15157,2013-08-17,2013-08-24,2013-08-29,70,1,70
SO64382,103,15157,2013-08-17,2013-08-24,2013-08-29,9,1,9
SO64383,4,18190,2013-08-17,2013-08-24,2013-08-29,10,1,10
SO64383,295,18190,2013-08-17,2013-08-24,2013-08-29,5,1,5
SO64383,277,18190,2013-08-17,2013-08-24,2013-08-29,9,1,9
SO64384,291,17935,2013-08-17,2013-08-24,2013-08-29,5,1,5
SO64384,216,17935,2013-08-17,2013-08-24,2013-08-29,35,1,35
SO64384,205,17935,2013-08-17,2013-08-24,2013-08-29,24,1,24
SO64385,291,8570,2013-08-17,2013-08-24,2013-08-29,5,1,5
SO64385,288,8570,2013-08-17,2013-08-24,2013-08-29,29,1,29
SO64385,238,8570,2013-08-17,2013-08-24,2013-08-29,2,1,2
SO64386,238,7718,2013-08-17,2013-08-24,2013-08-29,2,1,2
SO64387,103,3854,2013-08-17,2013-08-24,2013-08-29,9,1,9
SO64388,103,756,2013-08-17,2013-08-24,2013-08-29,9,1,9
SO64389,11,13838,2013-08-17,2013-08-24,2013-08-29,565,1,565
SO64389,295,13838,2013-08-17,2013-08-24,2013-08-29,5,1,5
SO64389,4,13838,2013-08-17,2013-08-24,2013-08-29,10,1,10
SO64389,105,13838,2013-08-17,2013-08-24,2013-08-29,8,1,8
SO64390,28,6185,2013-08-17,2013-08-24,2013-08-29,2320,1,2320
SO64390,111,6185,2013-08-17,2013-08-24,2013-08-29,22,1,22
SO64390,216,6185,2013-08-17,2013-08-24,2013-08-29,35,1,35
SO64391,25,5832,2013-08-17,2013-08-24,2013-08-29,2295,1,2295
SO64391,217,5832,2013-08-17,2013-08-24,2013-08-29,35,1,35
SO64392,290,3097,2013-08-17,2013-08-24,2013-08-29,4,1,4
SO64392,286,3097,2013-08-17,2013-08-24,2013-08-29,25,1,25
SO64393,286,277,2013-08-17,2013-08-24,2013-08-29,25,1,25
